"Area","MTU","Biomass - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite - Actual Aggregated [MW]","Fossil Coal-derived gas - Actual Aggregated [MW]","Fossil Gas - Actual Aggregated [MW]","Fossil Hard coal - Actual Aggregated [MW]","Fossil Oil - Actual Aggregated [MW]","Fossil Oil shale - Actual Aggregated [MW]","Fossil Peat - Actual Aggregated [MW]","Geothermal - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Consumption [MW]","Hydro Run-of-river and poundage - Actual Aggregated [MW]","Hydro Water Reservoir - Actual Aggregated [MW]","Marine - Actual Aggregated [MW]","Nuclear - Actual Aggregated [MW]","Other - Actual Aggregated [MW]","Other renewable - Actual Aggregated [MW]","Solar - Actual Aggregated [MW]","Waste - Actual Aggregated [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Onshore - Actual Aggregated [MW]"
"Norway (NO)","15.08.2024 04:00 - 15.08.2024 05:00 (CET/CEST)","0","n/e","n/e","n/e","175","n/e","n/e","n/e","n/e","n/e","136","","3161","8238","n/e","n/e","0","33","0","38","n/e","687"
"Norway (NO)","15.08.2024 05:00 - 15.08.2024 06:00 (CET/CEST)","0","n/e","n/e","n/e","175","n/e","n/e","n/e","n/e","n/e","137","","3169","7988","n/e","n/e","0","25","1","39","n/e","717"
"Norway (NO)","15.08.2024 06:00 - 15.08.2024 07:00 (CET/CEST)","0","n/e","n/e","n/e","175","n/e","n/e","n/e","n/e","n/e","168","","3189","9494","n/e","n/e","0","25","1","42","n/e","833"
"Norway (NO)","15.08.2024 07:00 - 15.08.2024 08:00 (CET/CEST)","0","n/e","n/e","n/e","175","n/e","n/e","n/e","n/e","n/e","176","","3266","10838","n/e","n/e","0","25","2","36","n/e","927"
"Norway (NO)","15.08.2024 08:00 - 15.08.2024 09:00 (CET/CEST)","0","n/e","n/e","n/e","175","n/e","n/e","n/e","n/e","n/e","178","","3286","12099","n/e","n/e","0","25","3","33","n/e","1030"
"Norway (NO)","15.08.2024 09:00 - 15.08.2024 10:00 (CET/CEST)","0","n/e","n/e","n/e","175","n/e","n/e","n/e","n/e","n/e","178","","3293","11439","n/e","n/e","0","25","3","34","n/e","1129"
"Norway (NO)","15.08.2024 10:00 - 15.08.2024 11:00 (CET/CEST)","0","n/e","n/e","n/e","175","n/e","n/e","n/e","n/e","n/e","125","","3279","9803","n/e","n/e","0","25","3","35","n/e","1222"
"Norway (NO)","15.08.2024 11:00 - 15.08.2024 12:00 (CET/CEST)","0","n/e","n/e","n/e","175","n/e","n/e","n/e","n/e","n/e","1","","3247","8129","n/e","n/e","0","25","3","35","n/e","1259"
"Norway (NO)","15.08.2024 12:00 - 15.08.2024 13:00 (CET/CEST)","0","n/e","n/e","n/e","177","n/e","n/e","n/e","n/e","n/e","1","","3227","6260","n/e","n/e","0","25","3","36","n/e","1347"
"Norway (NO)","15.08.2024 13:00 - 15.08.2024 14:00 (CET/CEST)","0","n/e","n/e","n/e","187","n/e","n/e","n/e","n/e","n/e","1","","3224","5956","n/e","n/e","0","25","3","34","n/e","1464"
"Norway (NO)","15.08.2024 14:00 - 15.08.2024 15:00 (CET/CEST)","0","n/e","n/e","n/e","187","n/e","n/e","n/e","n/e","n/e","1","","3220","6483","n/e","n/e","0","25","3","29","n/e","1663"
"Norway (NO)","15.08.2024 15:00 - 15.08.2024 16:00 (CET/CEST)","0","n/e","n/e","n/e","185","n/e","n/e","n/e","n/e","n/e","1","","3214","6967","n/e","n/e","0","25","2","24","n/e","1774"
"Norway (NO)","15.08.2024 16:00 - 15.08.2024 17:00 (CET/CEST)","0","n/e","n/e","n/e","183","n/e","n/e","n/e","n/e","n/e","3","","3261","8443","n/e","n/e","0","25","1","26","n/e","2071"
"Norway (NO)","15.08.2024 17:00 - 15.08.2024 18:00 (CET/CEST)","0","n/e","n/e","n/e","182","n/e","n/e","n/e","n/e","n/e","83","","3295","10598","n/e","n/e","0","25","1","27","n/e","2113"
"Norway (NO)","15.08.2024 18:00 - 15.08.2024 19:00 (CET/CEST)","0","n/e","n/e","n/e","180","n/e","n/e","n/e","n/e","n/e","86","","3307","11053","n/e","n/e","0","25","0","25","n/e","2182"
"Norway (NO)","15.08.2024 19:00 - 15.08.2024 20:00 (CET/CEST)","0","n/e","n/e","n/e","172","n/e","n/e","n/e","n/e","n/e","75","","3348","10762","n/e","n/e","0","25","0","24","n/e","2183"
"Norway (NO)","15.08.2024 20:00 - 15.08.2024 21:00 (CET/CEST)","0","n/e","n/e","n/e","156","n/e","n/e","n/e","n/e","n/e","70","","3405","10493","n/e","n/e","0","25","0","24","n/e","2153"
"Norway (NO)","15.08.2024 21:00 - 15.08.2024 22:00 (CET/CEST)","0","n/e","n/e","n/e","159","n/e","n/e","n/e","n/e","n/e","81","","3432","10341","n/e","n/e","0","25","0","22","n/e","1924"
"Norway (NO)","15.08.2024 22:00 - 15.08.2024 23:00 (CET/CEST)","0","n/e","n/e","n/e","169","n/e","n/e","n/e","n/e","n/e","81","","3500","10719","n/e","n/e","0","25","0","25","n/e","1635"
"Norway (NO)","15.08.2024 23:00 - 16.08.2024 00:00 (CET/CEST)","0","n/e","n/e","n/e","157","n/e","n/e","n/e","n/e","n/e","80","","3568","9657","n/e","n/e","0","25","0","21","n/e","1641"
"Norway (NO)","16.08.2024 00:00 - 16.08.2024 01:00 (CET/CEST)","0","n/e","n/e","n/e","159","n/e","n/e","n/e","n/e","n/e","67","","3589","8802","n/e","n/e","0","0","0","24","n/e","1912"
"Norway (NO)","16.08.2024 01:00 - 16.08.2024 02:00 (CET/CEST)","0","n/e","n/e","n/e","157","n/e","n/e","n/e","n/e","n/e","71","","3586","8775","n/e","n/e","0","0","0","25","n/e","1760"
"Norway (NO)","16.08.2024 02:00 - 16.08.2024 03:00 (CET/CEST)","0","n/e","n/e","n/e","152","n/e","n/e","n/e","n/e","n/e","71","","3612","8551","n/e","n/e","0","25","0","24","n/e","1593"
"Norway (NO)","16.08.2024 03:00 - 16.08.2024 04:00 (CET/CEST)","0","n/e","n/e","n/e","153","n/e","n/e","n/e","n/e","n/e","71","","3611","8286","n/e","n/e","0","25","0","20","n/e","1614"
"Norway (NO)","16.08.2024 04:00 - 16.08.2024 05:00 (CET/CEST)","0","n/e","n/e","n/e","150","n/e","n/e","n/e","n/e","n/e","70","","3604","8082","n/e","n/e","0","25","0","23","n/e","1541"
"Norway (NO)","16.08.2024 05:00 - 16.08.2024 06:00 (CET/CEST)","0","n/e","n/e","n/e","146","n/e","n/e","n/e","n/e","n/e","70","","3614","8608","n/e","n/e","0","25","1","24","n/e","1490"
"Norway (NO)","16.08.2024 06:00 - 16.08.2024 07:00 (CET/CEST)","0","n/e","n/e","n/e","144","n/e","n/e","n/e","n/e","n/e","70","","3651","9157","n/e","n/e","0","25","1","25","n/e","1681"
"Norway (NO)","16.08.2024 07:00 - 16.08.2024 08:00 (CET/CEST)","0","n/e","n/e","n/e","152","n/e","n/e","n/e","n/e","n/e","69","","3723","9532","n/e","n/e","0","25","1","20","n/e","2062"
"Norway (NO)","16.08.2024 08:00 - 16.08.2024 09:00 (CET/CEST)","0","n/e","n/e","n/e","154","n/e","n/e","n/e","n/e","n/e","69","","3730","9826","n/e","n/e","0","25","2","18","n/e","1929"
"Norway (NO)","16.08.2024 09:00 - 16.08.2024 10:00 (CET/CEST)","0","n/e","n/e","n/e","157","n/e","n/e","n/e","n/e","n/e","69","","3741","9750","n/e","n/e","0","25","3","20","n/e","1891"
"Norway (NO)","16.08.2024 10:00 - 16.08.2024 11:00 (CET/CEST)","0","n/e","n/e","n/e","158","n/e","n/e","n/e","n/e","n/e","70","","3754","9576","n/e","n/e","0","25","3","21","n/e","2010"
"Norway (NO)","16.08.2024 11:00 - 16.08.2024 12:00 (CET/CEST)","0","n/e","n/e","n/e","153","n/e","n/e","n/e","n/e","n/e","70","","3771","9126","n/e","n/e","0","25","4","20","n/e","1897"
"Norway (NO)","16.08.2024 12:00 - 16.08.2024 13:00 (CET/CEST)","0","n/e","n/e","n/e","149","n/e","n/e","n/e","n/e","n/e","60","","3795","9027","n/e","n/e","0","25","4","18","n/e","1536"
"Norway (NO)","16.08.2024 13:00 - 16.08.2024 14:00 (CET/CEST)","0","n/e","n/e","n/e","150","n/e","n/e","n/e","n/e","n/e","60","","3810","9056","n/e","n/e","0","25","4","17","n/e","1544"
"Norway (NO)","16.08.2024 14:00 - 16.08.2024 15:00 (CET/CEST)","0","n/e","n/e","n/e","147","n/e","n/e","n/e","n/e","n/e","59","","3808","9294","n/e","n/e","0","25","3","18","n/e","1493"
"Norway (NO)","16.08.2024 15:00 - 16.08.2024 16:00 (CET/CEST)","0","n/e","n/e","n/e","149","n/e","n/e","n/e","n/e","n/e","81","","3845","9341","n/e","n/e","0","40","3","11","n/e","1396"
"Norway (NO)","16.08.2024 16:00 - 16.08.2024 17:00 (CET/CEST)","0","n/e","n/e","n/e","159","n/e","n/e","n/e","n/e","n/e","167","","3863","9664","n/e","n/e","0","25","1","11","n/e","1417"
"Norway (NO)","16.08.2024 17:00 - 16.08.2024 18:00 (CET/CEST)","0","n/e","n/e","n/e","160","n/e","n/e","n/e","n/e","n/e","170","","3921","10493","n/e","n/e","0","30","0","13","n/e","1509"
"Norway (NO)","16.08.2024 18:00 - 16.08.2024 19:00 (CET/CEST)","0","n/e","n/e","n/e","163","n/e","n/e","n/e","n/e","n/e","164","","3928","10275","n/e","n/e","0","30","0","11","n/e","1511"
"Norway (NO)","16.08.2024 19:00 - 16.08.2024 20:00 (CET/CEST)","0","n/e","n/e","n/e","164","n/e","n/e","n/e","n/e","n/e","165","","3922","10905","n/e","n/e","0","25","0","13","n/e","1492"
"Norway (NO)","16.08.2024 20:00 - 16.08.2024 21:00 (CET/CEST)","0","n/e","n/e","n/e","168","n/e","n/e","n/e","n/e","n/e","164","","3846","11104","n/e","n/e","0","25","0","13","n/e","1236"
"Norway (NO)","16.08.2024 21:00 - 16.08.2024 22:00 (CET/CEST)","0","n/e","n/e","n/e","160","n/e","n/e","n/e","n/e","n/e","163","","3805","10777","n/e","n/e","0","25","0","10","n/e","1161"
"Norway (NO)","16.08.2024 22:00 - 16.08.2024 23:00 (CET/CEST)","0","n/e","n/e","n/e","155","n/e","n/e","n/e","n/e","n/e","167","","3796","10393","n/e","n/e","0","25","0","11","n/e","1111"
"Norway (NO)","16.08.2024 23:00 - 17.08.2024 00:00 (CET/CEST)","0","n/e","n/e","n/e","160","n/e","n/e","n/e","n/e","n/e","168","","3796","10219","n/e","n/e","0","25","0","9","n/e","1200"
"Norway (NO)","17.08.2024 00:00 - 17.08.2024 01:00 (CET/CEST)","0","n/e","n/e","n/e","175","n/e","n/e","n/e","n/e","n/e","146","","3799","10098","n/e","n/e","0","25","0","8","n/e","1311"
"Norway (NO)","17.08.2024 01:00 - 17.08.2024 02:00 (CET/CEST)","0","n/e","n/e","n/e","171","n/e","n/e","n/e","n/e","n/e","143","","3791","9815","n/e","n/e","0","25","0","8","n/e","1444"
"Norway (NO)","17.08.2024 02:00 - 17.08.2024 03:00 (CET/CEST)","0","n/e","n/e","n/e","160","n/e","n/e","n/e","n/e","n/e","143","","3769","9526","n/e","n/e","0","25","0","9","n/e","1531"
"Norway (NO)","17.08.2024 03:00 - 17.08.2024 04:00 (CET/CEST)","0","n/e","n/e","n/e","172","n/e","n/e","n/e","n/e","n/e","143","","3770","9390","n/e","n/e","0","25","0","10","n/e","1652"
"Norway (NO)","17.08.2024 04:00 - 17.08.2024 05:00 (CET/CEST)","0","n/e","n/e","n/e","161","n/e","n/e","n/e","n/e","n/e","142","","3765","9244","n/e","n/e","0","25","0","10","n/e","1868"
"Norway (NO)","17.08.2024 05:00 - 17.08.2024 06:00 (CET/CEST)","0","n/e","n/e","n/e","158","n/e","n/e","n/e","n/e","n/e","142","","3748","9159","n/e","n/e","0","25","0","9","n/e","1854"
"Norway (NO)","17.08.2024 06:00 - 17.08.2024 07:00 (CET/CEST)","0","n/e","n/e","n/e","165","n/e","n/e","n/e","n/e","n/e","142","","3763","9213","n/e","n/e","0","25","0","9","n/e","1750"
"Norway (NO)","17.08.2024 07:00 - 17.08.2024 08:00 (CET/CEST)","0","n/e","n/e","n/e","166","n/e","n/e","n/e","n/e","n/e","142","","3794","9661","n/e","n/e","0","25","0","8","n/e","1599"
"Norway (NO)","17.08.2024 08:00 - 17.08.2024 09:00 (CET/CEST)","0","n/e","n/e","n/e","169","n/e","n/e","n/e","n/e","n/e","143","","3809","10306","n/e","n/e","0","25","0","8","n/e","1452"
"Norway (NO)","17.08.2024 09:00 - 17.08.2024 10:00 (CET/CEST)","0","n/e","n/e","n/e","174","n/e","n/e","n/e","n/e","n/e","142","","3836","10659","n/e","n/e","0","25","1","11","n/e","1632"
"Norway (NO)","17.08.2024 10:00 - 17.08.2024 11:00 (CET/CEST)","0","n/e","n/e","n/e","174","n/e","n/e","n/e","n/e","n/e","141","","3853","10271","n/e","n/e","0","25","1","10","n/e","1804"
"Norway (NO)","17.08.2024 11:00 - 17.08.2024 12:00 (CET/CEST)","0","n/e","n/e","n/e","171","n/e","n/e","n/e","n/e","n/e","60","","3847","9357","n/e","n/e","0","25","2","9","n/e","1899"
"Norway (NO)","17.08.2024 12:00 - 17.08.2024 13:00 (CET/CEST)","0","n/e","n/e","n/e","168","n/e","n/e","n/e","n/e","n/e","1","","3815","8457","n/e","n/e","0","25","2","10","n/e","1879"
"Norway (NO)","17.08.2024 13:00 - 17.08.2024 14:00 (CET/CEST)","0","n/e","n/e","n/e","171","n/e","n/e","n/e","n/e","n/e","1","","3801","7899","n/e","n/e","0","25","1","10","n/e","1831"
"Norway (NO)","17.08.2024 14:00 - 17.08.2024 15:00 (CET/CEST)","0","n/e","n/e","n/e","162","n/e","n/e","n/e","n/e","n/e","1","","3824","8487","n/e","n/e","0","25","1","13","n/e","1876"
"Norway (NO)","17.08.2024 15:00 - 17.08.2024 16:00 (CET/CEST)","0","n/e","n/e","n/e","175","n/e","n/e","n/e","n/e","n/e","3","","3808","9249","n/e","n/e","0","25","1","12","n/e","1914"
"Norway (NO)","17.08.2024 16:00 - 17.08.2024 17:00 (CET/CEST)","0","n/e","n/e","n/e","176","n/e","n/e","n/e","n/e","n/e","66","","3815","10114","n/e","n/e","0","25","0","12","n/e","1760"
"Norway (NO)","17.08.2024 17:00 - 17.08.2024 18:00 (CET/CEST)","0","n/e","n/e","n/e","169","n/e","n/e","n/e","n/e","n/e","82","","3832","10969","n/e","n/e","0","25","0","9","n/e","1697"
"Norway (NO)","17.08.2024 18:00 - 17.08.2024 19:00 (CET/CEST)","0","n/e","n/e","n/e","159","n/e","n/e","n/e","n/e","n/e","83","","3837","11396","n/e","n/e","0","25","0","9","n/e","1649"
"Norway (NO)","17.08.2024 19:00 - 17.08.2024 20:00 (CET/CEST)","0","n/e","n/e","n/e","164","n/e","n/e","n/e","n/e","n/e","83","","3838","11732","n/e","n/e","0","25","0","9","n/e","1398"
"Norway (NO)","17.08.2024 20:00 - 17.08.2024 21:00 (CET/CEST)","0","n/e","n/e","n/e","161","n/e","n/e","n/e","n/e","n/e","83","","3805","11734","n/e","n/e","0","25","0","10","n/e","1242"
"Norway (NO)","17.08.2024 21:00 - 17.08.2024 22:00 (CET/CEST)","0","n/e","n/e","n/e","160","n/e","n/e","n/e","n/e","n/e","83","","3763","11503","n/e","n/e","0","25","0","10","n/e","1316"
"Norway (NO)","17.08.2024 22:00 - 17.08.2024 23:00 (CET/CEST)","0","n/e","n/e","n/e","157","n/e","n/e","n/e","n/e","n/e","82","","3743","11288","n/e","n/e","0","25","0","9","n/e","1254"
"Norway (NO)","17.08.2024 23:00 - 18.08.2024 00:00 (CET/CEST)","0","n/e","n/e","n/e","170","n/e","n/e","n/e","n/e","n/e","82","","3730","10843","n/e","n/e","0","25","0","9","n/e","1236"
"Norway (NO)","18.08.2024 00:00 - 18.08.2024 01:00 (CET/CEST)","0","n/e","n/e","n/e","179","n/e","n/e","n/e","n/e","n/e","81","","3697","10874","n/e","n/e","0","25","0","15","n/e","1169"
"Norway (NO)","18.08.2024 01:00 - 18.08.2024 02:00 (CET/CEST)","0","n/e","n/e","n/e","171","n/e","n/e","n/e","n/e","n/e","65","","3662","10721","n/e","n/e","0","25","0","13","n/e","1299"
"Norway (NO)","18.08.2024 02:00 - 18.08.2024 03:00 (CET/CEST)","0","n/e","n/e","n/e","174","n/e","n/e","n/e","n/e","n/e","81","","3638","10690","n/e","n/e","0","25","0","15","n/e","1331"
"Norway (NO)","18.08.2024 03:00 - 18.08.2024 04:00 (CET/CEST)","0","n/e","n/e","n/e","192","n/e","n/e","n/e","n/e","n/e","81","","3643","10696","n/e","n/e","0","25","0","15","n/e","1533"
"Norway (NO)","18.08.2024 04:00 - 18.08.2024 05:00 (CET/CEST)","0","n/e","n/e","n/e","191","n/e","n/e","n/e","n/e","n/e","81","","3621","10302","n/e","n/e","0","25","0","11","n/e","1718"
"Norway (NO)","18.08.2024 05:00 - 18.08.2024 06:00 (CET/CEST)","0","n/e","n/e","n/e","189","n/e","n/e","n/e","n/e","n/e","65","","3591","10009","n/e","n/e","0","25","0","9","n/e","1631"
"Norway (NO)","18.08.2024 06:00 - 18.08.2024 07:00 (CET/CEST)","0","n/e","n/e","n/e","183","n/e","n/e","n/e","n/e","n/e","80","","3570","10083","n/e","n/e","0","25","0","8","n/e","1620"
"Norway (NO)","18.08.2024 07:00 - 18.08.2024 08:00 (CET/CEST)","0","n/e","n/e","n/e","171","n/e","n/e","n/e","n/e","n/e","64","","3577","9802","n/e","n/e","0","25","0","9","n/e","1691"
"Norway (NO)","18.08.2024 08:00 - 18.08.2024 09:00 (CET/CEST)","0","n/e","n/e","n/e","163","n/e","n/e","n/e","n/e","n/e","79","","3584","10226","n/e","n/e","0","25","0","8","n/e","1986"
"Norway (NO)","18.08.2024 09:00 - 18.08.2024 10:00 (CET/CEST)","0","n/e","n/e","n/e","181","n/e","n/e","n/e","n/e","n/e","58","","3623","9851","n/e","n/e","0","25","0","8","n/e","2439"
"Norway (NO)","18.08.2024 10:00 - 18.08.2024 11:00 (CET/CEST)","0","n/e","n/e","n/e","192","n/e","n/e","n/e","n/e","n/e","1","","3616","9077","n/e","n/e","0","25","1","7","n/e","2498"
"Norway (NO)","18.08.2024 11:00 - 18.08.2024 12:00 (CET/CEST)","0","n/e","n/e","n/e","199","n/e","n/e","n/e","n/e","n/e","1","","3624","8844","n/e","n/e","0","25","2","11","n/e","2382"
"Norway (NO)","18.08.2024 12:00 - 18.08.2024 13:00 (CET/CEST)","0","n/e","n/e","n/e","199","n/e","n/e","n/e","n/e","n/e","1","","3650","8939","n/e","n/e","0","25","2","12","n/e","2147"
"Norway (NO)","18.08.2024 13:00 - 18.08.2024 14:00 (CET/CEST)","0","n/e","n/e","n/e","197","n/e","n/e","n/e","n/e","n/e","1","","3686","8204","n/e","n/e","0","25","1","12","n/e","1763"
"Norway (NO)","18.08.2024 14:00 - 18.08.2024 15:00 (CET/CEST)","0","n/e","n/e","n/e","200","n/e","n/e","n/e","n/e","n/e","1","","3734","8158","n/e","n/e","0","25","1","10","n/e","1678"
"Norway (NO)","18.08.2024 15:00 - 18.08.2024 16:00 (CET/CEST)","0","n/e","n/e","n/e","196","n/e","n/e","n/e","n/e","n/e","1","","3729","8524","n/e","n/e","0","25","0","10","n/e","1545"
"Norway (NO)","18.08.2024 16:00 - 18.08.2024 17:00 (CET/CEST)","0","n/e","n/e","n/e","186","n/e","n/e","n/e","n/e","n/e","13","","3788","10053","n/e","n/e","0","25","0","15","n/e","1395"
"Norway (NO)","18.08.2024 17:00 - 18.08.2024 18:00 (CET/CEST)","0","n/e","n/e","n/e","201","n/e","n/e","n/e","n/e","n/e","89","","3814","11266","n/e","n/e","0","25","0","7","n/e","1350"
"Norway (NO)","18.08.2024 18:00 - 18.08.2024 19:00 (CET/CEST)","0","n/e","n/e","n/e","200","n/e","n/e","n/e","n/e","n/e","102","","3865","11651","n/e","n/e","0","25","0","6","n/e","1369"
"Norway (NO)","18.08.2024 19:00 - 18.08.2024 20:00 (CET/CEST)","0","n/e","n/e","n/e","195","n/e","n/e","n/e","n/e","n/e","105","","3848","11745","n/e","n/e","0","25","0","7","n/e","1526"
"Norway (NO)","18.08.2024 20:00 - 18.08.2024 21:00 (CET/CEST)","0","n/e","n/e","n/e","186","n/e","n/e","n/e","n/e","n/e","105","","3775","11154","n/e","n/e","0","25","0","6","n/e","1559"
"Norway (NO)","18.08.2024 21:00 - 18.08.2024 22:00 (CET/CEST)","0","n/e","n/e","n/e","183","n/e","n/e","n/e","n/e","n/e","104","","3794","10855","n/e","n/e","0","25","0","6","n/e","1615"
"Norway (NO)","18.08.2024 22:00 - 18.08.2024 23:00 (CET/CEST)","0","n/e","n/e","n/e","186","n/e","n/e","n/e","n/e","n/e","104","","3776","10301","n/e","n/e","0","25","0","8","n/e","1576"
"Norway (NO)","18.08.2024 23:00 - 19.08.2024 00:00 (CET/CEST)","0","n/e","n/e","n/e","184","n/e","n/e","n/e","n/e","n/e","91","","3781","10296","n/e","n/e","0","25","0","10","n/e","1416"
"Norway (NO)","19.08.2024 00:00 - 19.08.2024 01:00 (CET/CEST)","0","n/e","n/e","n/e","176","n/e","n/e","n/e","n/e","n/e","143","","3736","9775","n/e","n/e","0","25","0","7","n/e","1599"
"Norway (NO)","19.08.2024 01:00 - 19.08.2024 02:00 (CET/CEST)","0","n/e","n/e","n/e","161","n/e","n/e","n/e","n/e","n/e","143","","3728","9552","n/e","n/e","0","19","0","7","n/e","1715"
"Norway (NO)","19.08.2024 02:00 - 19.08.2024 03:00 (CET/CEST)","0","n/e","n/e","n/e","163","n/e","n/e","n/e","n/e","n/e","139","","3724","9498","n/e","n/e","0","0","0","11","n/e","1899"
"Norway (NO)","19.08.2024 03:00 - 19.08.2024 04:00 (CET/CEST)","0","n/e","n/e","n/e","172","n/e","n/e","n/e","n/e","n/e","159","","3742","9449","n/e","n/e","0","0","0","8","n/e","1974"
"Norway (NO)","19.08.2024 04:00 - 19.08.2024 05:00 (CET/CEST)","0","n/e","n/e","n/e","177","n/e","n/e","n/e","n/e","n/e","159","","3741","9477","n/e","n/e","0","0","0","8","n/e","2094"
"Norway (NO)","19.08.2024 05:00 - 19.08.2024 06:00 (CET/CEST)","0","n/e","n/e","n/e","169","n/e","n/e","n/e","n/e","n/e","143","","3722","9869","n/e","n/e","0","0","0","8","n/e","1879"
"Norway (NO)","19.08.2024 06:00 - 19.08.2024 07:00 (CET/CEST)","0","n/e","n/e","n/e","166","n/e","n/e","n/e","n/e","n/e","121","","3743","10692","n/e","n/e","0","0","0","10","n/e","1808"
"Norway (NO)","19.08.2024 07:00 - 19.08.2024 08:00 (CET/CEST)","0","n/e","n/e","n/e","173","n/e","n/e","n/e","n/e","n/e","141","","3780","12196","n/e","n/e","0","0","0","15","n/e","1791"
"Norway (NO)","19.08.2024 08:00 - 19.08.2024 09:00 (CET/CEST)","0","n/e","n/e","n/e","172","n/e","n/e","n/e","n/e","n/e","145","","3768","12461","n/e","n/e","0","0","0","12","n/e","1778"
"Norway (NO)","19.08.2024 09:00 - 19.08.2024 10:00 (CET/CEST)","0","n/e","n/e","n/e","152","n/e","n/e","n/e","n/e","n/e","126","","3744","11523","n/e","n/e","0","0","0","9","n/e","1768"
"Norway (NO)","19.08.2024 10:00 - 19.08.2024 11:00 (CET/CEST)","0","n/e","n/e","n/e","157","n/e","n/e","n/e","n/e","n/e","122","","3707","10782","n/e","n/e","0","0","1","8","n/e","1768"
"Norway (NO)","19.08.2024 11:00 - 19.08.2024 12:00 (CET/CEST)","0","n/e","n/e","n/e","144","n/e","n/e","n/e","n/e","n/e","122","","3677","10674","n/e","n/e","0","0","1","7","n/e","1804"
"Norway (NO)","19.08.2024 12:00 - 19.08.2024 13:00 (CET/CEST)","0","n/e","n/e","n/e","150","n/e","n/e","n/e","n/e","n/e","153","","3637","10538","n/e","n/e","0","25","1","8","n/e","1959"
"Norway (NO)","19.08.2024 13:00 - 19.08.2024 14:00 (CET/CEST)","0","n/e","n/e","n/e","153","n/e","n/e","n/e","n/e","n/e","161","","3585","10482","n/e","n/e","0","25","1","9","n/e","1946"
"Norway (NO)","19.08.2024 14:00 - 19.08.2024 15:00 (CET/CEST)","0","n/e","n/e","n/e","165","n/e","n/e","n/e","n/e","n/e","155","","3594","10250","n/e","n/e","0","25","1","9","n/e","2024"
"Norway (NO)","19.08.2024 15:00 - 19.08.2024 16:00 (CET/CEST)","0","n/e","n/e","n/e","170","n/e","n/e","n/e","n/e","n/e","159","","3616","10673","n/e","n/e","0","25","0","8","n/e","1988"
"Norway (NO)","19.08.2024 16:00 - 19.08.2024 17:00 (CET/CEST)","0","n/e","n/e","n/e","166","n/e","n/e","n/e","n/e","n/e","176","","3644","10607","n/e","n/e","0","25","0","9","n/e","1834"
"Norway (NO)","19.08.2024 17:00 - 19.08.2024 18:00 (CET/CEST)","0","n/e","n/e","n/e","163","n/e","n/e","n/e","n/e","n/e","196","","3659","11525","n/e","n/e","0","25","0","10","n/e","1635"
"Norway (NO)","19.08.2024 18:00 - 19.08.2024 19:00 (CET/CEST)","0","n/e","n/e","n/e","183","n/e","n/e","n/e","n/e","n/e","195","","3651","12240","n/e","n/e","0","25","0","9","n/e","1492"
"Norway (NO)","19.08.2024 19:00 - 19.08.2024 20:00 (CET/CEST)","0","n/e","n/e","n/e","180","n/e","n/e","n/e","n/e","n/e","195","","3630","12182","n/e","n/e","0","25","0","11","n/e","1484"
"Norway (NO)","19.08.2024 20:00 - 19.08.2024 21:00 (CET/CEST)","0","n/e","n/e","n/e","169","n/e","n/e","n/e","n/e","n/e","194","","3627","11475","n/e","n/e","0","25","0","9","n/e","1517"
"Norway (NO)","19.08.2024 21:00 - 19.08.2024 22:00 (CET/CEST)","0","n/e","n/e","n/e","169","n/e","n/e","n/e","n/e","n/e","187","","3603","11068","n/e","n/e","0","25","0","9","n/e","1680"
"Norway (NO)","19.08.2024 22:00 - 19.08.2024 23:00 (CET/CEST)","0","n/e","n/e","n/e","167","n/e","n/e","n/e","n/e","n/e","175","","3558","10121","n/e","n/e","0","25","0","10","n/e","1903"
"Norway (NO)","19.08.2024 23:00 - 20.08.2024 00:00 (CET/CEST)","0","n/e","n/e","n/e","167","n/e","n/e","n/e","n/e","n/e","164","","3555","9701","n/e","n/e","0","25","0","11","n/e","2014"
"Norway (NO)","20.08.2024 00:00 - 20.08.2024 01:00 (CET/CEST)","0","n/e","n/e","n/e","170","n/e","n/e","n/e","n/e","n/e","98","","3548","9431","n/e","n/e","0","0","0","16","n/e","2142"
"Norway (NO)","20.08.2024 01:00 - 20.08.2024 02:00 (CET/CEST)","0","n/e","n/e","n/e","183","n/e","n/e","n/e","n/e","n/e","18","","3530","9111","n/e","n/e","0","0","0","19","n/e","2220"
"Norway (NO)","20.08.2024 02:00 - 20.08.2024 03:00 (CET/CEST)","0","n/e","n/e","n/e","178","n/e","n/e","n/e","n/e","n/e","17","","3547","8953","n/e","n/e","0","25","0","19","n/e","2246"
"Norway (NO)","20.08.2024 03:00 - 20.08.2024 04:00 (CET/CEST)","0","n/e","n/e","n/e","177","n/e","n/e","n/e","n/e","n/e","18","","3535","8741","n/e","n/e","0","25","0","16","n/e","2320"
